;x;y
90;[55, 37, 39, 17, 37, 6, 6, 17, 35, 55, 38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17];48
91;[37, 39, 17, 37, 6, 6, 17, 35, 55, 38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48];11
92;[39, 17, 37, 6, 6, 17, 35, 55, 38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11];41
93;[17, 37, 6, 6, 17, 35, 55, 38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41];30
94;[37, 6, 6, 17, 35, 55, 38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30];37
95;[6, 6, 17, 35, 55, 38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37];39
96;[6, 17, 35, 55, 38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39];38
97;[17, 35, 55, 38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38];15
98;[35, 55, 38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15];39
99;[55, 38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39];15
100;[38, 6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15];47
101;[6, 11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47];17
102;[11, 15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17];55
103;[15, 11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55];37
104;[11, 35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37];1
105;[35, 55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1];26
106;[55, 26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26];17
107;[26, 21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17];53
108;[21, 15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53];37
109;[15, 47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37];38
110;[47, 17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38];6
111;[17, 38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6];26
112;[38, 29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26];48
113;[29, 17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48];17
114;[17, 15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17];39
115;[15, 11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39];11
116;[11, 17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11];17
117;[17, 53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17];54
118;[53, 37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54];29
119;[37, 21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29];48
120;[21, 17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48];26
121;[17, 37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26];21
122;[37, 15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21];15
123;[15, 17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15];39
124;[17, 39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39];37
125;[39, 55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37];29
126;[55, 26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29];48
127;[26, 27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48];17
128;[27, 17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17];24
129;[17, 55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24];11
130;[55, 37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11];30
131;[37, 1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30];26
132;[1, 26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26];29
133;[26, 17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29];5
134;[17, 44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5];5
135;[44, 26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5];39
136;[26, 26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39];55
137;[26, 29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55];37
138;[29, 17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37];39
139;[17, 48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39];17
140;[48, 11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17];39
141;[11, 41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39];55
142;[41, 30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55];26
143;[30, 37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26];17
144;[37, 39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17];39
145;[39, 38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39];26
146;[38, 15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26];21
147;[15, 39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21];21
148;[39, 15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21];38
149;[15, 47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38];44
150;[47, 17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44];6
151;[17, 55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6];26
152;[55, 37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26];17
153;[37, 1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17];15
154;[1, 26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15];26
155;[26, 17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26];21
156;[17, 53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21];38
157;[53, 37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38];11
158;[37, 38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11];54
159;[38, 6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54];15
160;[6, 26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15];29
161;[26, 48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29];26
162;[48, 17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26];15
163;[17, 39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15];15
164;[39, 11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15];17
165;[11, 17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17];37
166;[17, 54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37];29
167;[54, 29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29];48
168;[29, 48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48];17
169;[48, 26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17];25
170;[26, 21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17, 25];6
171;[21, 15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17, 25, 6];54
172;[15, 39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17, 25, 6, 54];30
173;[39, 37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17, 25, 6, 54, 30];15
174;[37, 29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17, 25, 6, 54, 30, 15];27
175;[29, 48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17, 25, 6, 54, 30, 15, 27];17
176;[48, 17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17, 25, 6, 54, 30, 15, 27, 17];38
177;[17, 24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17, 25, 6, 54, 30, 15, 27, 17, 38];30
178;[24, 11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17, 25, 6, 54, 30, 15, 27, 17, 38, 30];35
179;[11, 30, 26, 29, 5, 5, 39, 55, 37, 39, 17, 39, 55, 26, 17, 39, 26, 21, 21, 38, 44, 6, 26, 17, 15, 26, 21, 38, 11, 54, 15, 29, 26, 15, 15, 17, 37, 29, 48, 17, 25, 6, 54, 30, 15, 27, 17, 38, 30, 35];11
